ID,TI,DO,UR,PY
383,Nutrient supplementation may adversely affect maternal oral health - a randomised controlled trial in rural Malawi,10.1111/mcn.12204,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958894697&doi=10.1111%2fmcn.12204&partnerID=40&md5=46a19bb5b3dd6ac527f111015098f6e0,2016
384,"Impact of dental caries and its treatment on the quality of life of 12- to 15-year-old adolescents in Benin, Nigeria",10.1111/ipd.12162,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958741866&doi=10.1111%2fipd.12162&partnerID=40&md5=6456615ffabdb0b65daa7cd20e3b45c3,2016
385,Comparative periodontal status of human immunodeficiency virus-positive patients and controls in a dedicated human immunodeficiency virus clinic in Nigeria,10.4103/1119-3077.164330,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955499534&doi=10.4103%2f1119-3077.164330&partnerID=40&md5=b6292c10c720788bc802afb7059f50a8,2016
386,"Prevalence and factors associated with dental anxiety among primary school teachers in Ngara district, Tanzania",10.4314/thrb.v18i1.6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954431280&doi=10.4314%2fthrb.v18i1.6&partnerID=40&md5=4a76096f43879f315fcc877695a963e7,2016
387,Association between periodontal diseases and systemic illnesses: A survey among internal medicine residents in Nigeria,10.1016/j.sdentj.2015.03.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951829174&doi=10.1016%2fj.sdentj.2015.03.005&partnerID=40&md5=9ff3396108037e3a158279652edc5909,2016
388,Paediatricians' perception about oral healthcare of children in Nigeria,10.1186/s12903-015-0151-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951000946&doi=10.1186%2fs12903-015-0151-2&partnerID=40&md5=45d596cad298bd69bedf250f30673368,2015
389,"Oral health in nursing students at Kilimanjaro Christian Medical Centre teaching hospital in Moshi, Tanzania",10.1186/s12903-015-0008-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016650287&doi=10.1186%2fs12903-015-0008-8&partnerID=40&md5=19b6d02ff995d9f553f3d4bc9e0ce91e,2015
390,"Prevalence, and early childhood caries risk indicators in preschool children in suburban Nigeria",10.1186/s12903-015-0058-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934762038&doi=10.1186%2fs12903-015-0058-y&partnerID=40&md5=18f9682ad557053fa5a2e5e3841078b9,2015
391,"Co-morbidities associated with molar-incisor hypomineralisation in 8 to 16 year old pupils in Ile-Ife, Nigeria",10.1186/s12903-015-0017-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928232895&doi=10.1186%2fs12903-015-0017-7&partnerID=40&md5=3648e34655f272d06780fa49a3b434e1,2015
392,"Oral health trends and service utilization at a rural outreach dental clinic, Udo, Southern Nigeria",10.4103/2231-0762.172951,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059855622&doi=10.4103%2f2231-0762.172951&partnerID=40&md5=14aef061864fc5b53cd1ee8710847f99,2015
393,Prevalence and unmet treatment need of traumatized incisor among Cameroonian schoolchildren in North West Province,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964696222&partnerID=40&md5=de1f04018803d9b1aa1585122042460b,2015
394,"Gingival displacement techniques in daily practice. Survey among dental surgeons in Abidjan, Ivory Coast",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964696197&partnerID=40&md5=548c510c91b285d8c463369749605616,2015
395,Correlation between sagittal photogrammetric measurements of the soft tissue profile and dental arches measurements,10.1051/orthodfr/2015029,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964695730&doi=10.1051%2forthodfr%2f2015029&partnerID=40&md5=18a84a5631bf0a4b8cdb48c1a6f2f5c8,2015
396,Tooth decay: epidemiological and therapeutic aspects in dental service of University Teaching Hospital Yalgado Ouedraogo and Municipal Centre of Oral Health,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964695389&partnerID=40&md5=d7043df516abd90fb251aa347b6d969a,2015
397,Prevalence and factors associated with dental caries among children and adults in selected districts in Uganda,10.4314/ahs.v15i4.33,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954547189&doi=10.4314%2fahs.v15i4.33&partnerID=40&md5=4f3f9639f95c7f9d242b252631804c93,2015
398,Stroke and periodontal disease in Senegal: Case-control study,10.1016/j.puhe.2015.02.033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952637121&doi=10.1016%2fj.puhe.2015.02.033&partnerID=40&md5=9abec0dee47dd044beda68267d7bb715,2015
399,Prevalence and geographic distribution of edentulism among older Ghanaians,10.1111/jphd.12075,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924233012&doi=10.1111%2fjphd.12075&partnerID=40&md5=89483be27b1e369d753bb43f3e4b09b1,2015
400,"Recommendations for fluoride limits in drinking water based on estimated daily fluoride intake in the Upper East Region, Ghana",10.1016/j.scitotenv.2015.05.126,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930666111&doi=10.1016%2fj.scitotenv.2015.05.126&partnerID=40&md5=f04273e57ab8e98c3f2f8eb39a1bef3b,2015
401,"Antimicrobial susceptibility pattern of oral microbial isolates among pregnant women in Ibadan South-East local government area, Nigeria",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947767877&partnerID=40&md5=462b6932f3770913cc7d2fa6d435c775,2015
402,The care of traumatic dental injuries in primary schools in Southern Nigeria,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946129314&partnerID=40&md5=5452b6fac6f46fdd5af22b957f3bd6aa,2015
403,"A prospective epidemiological study on odontogenic tumours in a black African population, with emphasis on the relative frequency of ameloblastoma",10.1016/j.ijom.2015.03.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938746307&doi=10.1016%2fj.ijom.2015.03.018&partnerID=40&md5=284617f9404414ceccfac53a47aa5758,2015
404,Gingival health and oral hygiene practices of schoolchildren in the North West Region of Cameroon,10.1186/s13104-015-1350-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940055887&doi=10.1186%2fs13104-015-1350-2&partnerID=40&md5=23fe7dc63e2ff6ab8858d65d457d3586,2015
405,Early childhood caries amongst pre-school children and their caregivers’ perceptions of oral health in a Kenyan rural setting,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087041691&partnerID=40&md5=01ef32c3c44351c9bcf6e0ae44972d67,2015
406,Viability in delivering oral health promotion activities within the Health Promoting Schools Initiative in KwaZulu-Natal,10.7196/SAJCH.7944,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943533692&doi=10.7196%2fSAJCH.7944&partnerID=40&md5=ba4b5700d30b0efed83c68e8d7a9d5da,2015
407,Temporomandibular joint ankylosis caused by condylar fractures: A retrospective analysis of cases at an urban teaching hospital in Nigeria,10.1016/j.ijom.2015.05.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937525725&doi=10.1016%2fj.ijom.2015.05.003&partnerID=40&md5=b73161bab6de22200504756024308b81,2015
408,Determinants of Oral Diseases in the African and Middle East Region,10.1177/0022034515581645,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015134982&doi=10.1177%2f0022034515581645&partnerID=40&md5=c7bc8a60887e71c2a69b5c87816abdb4,2015
409,Impact of Oral Health on The Quality of Life of Elementary School Teachers,10.4314/ejhs.v25i3.4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012862196&doi=10.4314%2fejhs.v25i3.4&partnerID=40&md5=8b6fb8c883f0a79fd36d20a9b9135be9,2015
410,"The relative patient costs and availability of dental services, materials and equipment in public oral care facilities in Tanzania",10.1186/s12903-015-0061-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934280349&doi=10.1186%2fs12903-015-0061-3&partnerID=40&md5=740becfbb41de976634a40a48578b01d,2015
411,Effect of a school-based oral health education programme on use of recommended oral self-care for reducing the risk of caries by children in Nigeria,10.1111/ipd.12143,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930705870&doi=10.1111%2fipd.12143&partnerID=40&md5=787834fd05f9a8316543bdd7d723e604,2015
412,Management of salivary gland tumors in a Nigerian tertiary institution,10.4103/1596-3519.152071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930588549&doi=10.4103%2f1596-3519.152071&partnerID=40&md5=ac1da0705d6b84dc15b5bf3e9fdeb0aa,2015
413,The prevalence of early childhood caries and its associated risk factors among preschool children referred to a tertiary care institution,10.4103/1119-3077.156887,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929617250&doi=10.4103%2f1119-3077.156887&partnerID=40&md5=5aaf1166e8cfaa5be2165a75082944a2,2015
414,The prevalence and pattern of deciduous molar hypomineralization and molar-incisor hypomineralization in children from a suburban population in Nigeria,10.1186/s12903-015-0059-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934284449&doi=10.1186%2fs12903-015-0059-x&partnerID=40&md5=7c3191e5a895a4499f0fe8824ecfa428,2015
415,Assessment of pain among a group of Nigerian dental patients Oral Health,10.1186/s13104-015-1226-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931035925&doi=10.1186%2fs13104-015-1226-5&partnerID=40&md5=e0edc06c1c1b35a8acbb61ec59d21b47,2015
416,"Prevalence, pattern and severity of molar incisor hypomineralisation in 8- to 10-year-old school children in Ile-Ife, Nigeria",10.1007/s40368-015-0175-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934283109&doi=10.1007%2fs40368-015-0175-y&partnerID=40&md5=e7ee8831bea117c7f2a861aa7017ce3d,2015
417,Management of Extra-Capsular Temporo-Mandibular Joint Ankylosis: Does Conservative Approach to Treatment Have a Role?,10.1007/s12663-014-0625-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074215003&doi=10.1007%2fs12663-014-0625-9&partnerID=40&md5=3ba51d696e2124a8f57f31e43e70d662,2015
418,Ameloblastomatous Change in Radicular Cyst of The Jaw in a Nigerian Population,10.4314/gmj.v49i2.8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021308752&doi=10.4314%2fgmj.v49i2.8&partnerID=40&md5=6c75889dedcbfa5ca333f660bdbb60c5,2015
419,Analysis of Nigerian dentists' opinion and consequences on expanded function dental auxiliaries,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964695884&partnerID=40&md5=170260bb0e1a4350846bd94ebb627f17,2015
420,Oral health status of diabetes mellitus patients in Southwest Cameroon,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964695193&partnerID=40&md5=41a8de207ecacc285d2d555e6601cb42,2015
421,"Malocclusion and orthodontic treatment need of patients attending the Lagos University Teaching Hospital, Lagos, Nigeria",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964694864&partnerID=40&md5=c8b4da90b1455e31bee450b29fbfd073,2015
422,Prevalence of dental caries in school in the city of Ouidah in 2013,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964693741&partnerID=40&md5=35fe0c278cdabb9835c6005e433c92a4,2015
423,Impact of the edentulousness on the quality of life related to the oral health of the Congolese,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964693616&partnerID=40&md5=74dc8bb644461cc96c214491c3784a4f,2015
424,"Oral health care experiences of people living with HIV in Kwazulu-Natal and Western Cape, South Africa",10.1108/IJHRH-11-2013-0046,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955084990&doi=10.1108%2fIJHRH-11-2013-0046&partnerID=40&md5=a3e291925ddd06249e667783c81abaf7,2015
425,"Paediatric dental chair sedation: An audit of current practice in Gauteng, South Africa",10.7196/samj.8788,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942255741&doi=10.7196%2fsamj.8788&partnerID=40&md5=f1347a6b84f3304a93c989fbc06f13b6,2015
426,"Herpes labialis and Nigerian dental health care providers: Knowledge, attitudes, behaviors, and refusal to treat",10.1186/s12913-015-1023-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941800862&doi=10.1186%2fs12913-015-1023-9&partnerID=40&md5=986556a38796c7bd9e81923835903e2f,2015
427,Inflammatory morbidity due to compound mandibular body fractures: Does it have a relationship with treatment outcome?,10.1159/000376581,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929957367&doi=10.1159%2f000376581&partnerID=40&md5=77cfa126d7fdea4dde5d56c16f811d8d,2015
428,"Oral health effects, brushing habits and management of methamphetamine users for the general dental practitioner",10.1038/sj.bdj.2015.341,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929076339&doi=10.1038%2fsj.bdj.2015.341&partnerID=40&md5=f62bc6fb3039e76c4543c8ab7898b31e,2015
429,"Development of oral health policy in Nigeria: An analysis of the role of context, actors and policy process",10.1186/s12903-015-0040-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928879868&doi=10.1186%2fs12903-015-0040-8&partnerID=40&md5=fd6d9a854f789ec6dcef7330433a2a8c,2015
430,Effect of breastfeeding promotion on early childhood caries and breastfeeding duration among 5 year old children in Eastern Uganda: A cluster randomized trial,10.1371/journal.pone.0125352,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929082531&doi=10.1371%2fjournal.pone.0125352&partnerID=40&md5=dc0e271a6c72844c0500b5e1be839fae,2015
431,A 5-year retrospective study of rampant dental caries among adult patients in a Nigerian Teaching Hospital,10.4103/0970-9290.162885,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940177553&doi=10.4103%2f0970-9290.162885&partnerID=40&md5=80a0b2a1df9a6c7cf8682997483663b7,2015
432,Paediatric and adolescent intra-bony oro-facial tumours and allied lesions in a Nigeria tertiary health facility: An 18-year retrospective analysis,10.1016/j.ajoms.2014.10.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937568703&doi=10.1016%2fj.ajoms.2014.10.008&partnerID=40&md5=809518edd0a473c5bdec458e34fb87ef,2015
433,Integrating Oral Health with Non-Communicable Diseases as an Essential Component of General Health: WHO's Strategic Orientation for the African Region,10.1002/j.0022-0337.2015.79.5suppl.tb05926.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937511043&doi=10.1002%2fj.0022-0337.2015.79.5suppl.tb05926.x&partnerID=40&md5=bb82f5fc5210db6f563cbe96d40e860d,2015
434,A retrospective study of 21 cases of malignant odontogenic tumours from two tertiary health centres in Nigeria,10.11604/pamj.2015.20.371.6611,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940205003&doi=10.11604%2fpamj.2015.20.371.6611&partnerID=40&md5=ae1bf6c6aba21edc75fef0b231af4481,2015
435,Edentulism and quality of life among older Ghanaian adults,10.1186/s12903-015-0034-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928017091&doi=10.1186%2fs12903-015-0034-6&partnerID=40&md5=213476850693ce25ea7ca9c76b8036f9,2015
436,Salivary Flow Rates of Nigerian Patients with Chronic Kidney Disease: A Case-control Study,10.5005/jp-journals-10024-1673,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016649886&doi=10.5005%2fjp-journals-10024-1673&partnerID=40&md5=23f6359faf8b36d8acbcfa9f07579c08,2015
437,"Utilization of Oral Health Care Services by University Undergraduates in Lagos, Nigeria",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977449501&partnerID=40&md5=a8cb894cbe21fc31249637b29d7284cf,2015
438,Medically compromised conditions among Dental patients: A prospective study of the attitude of patients toward medication and medical recall visits,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977441430&partnerID=40&md5=60772d3e7229afde0db982807a789a48,2015
439,Oral and dental lesions in HIV infected nigerian children,10.11604/pamj.2015.20.287.5273,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926359840&doi=10.11604%2fpamj.2015.20.287.5273&partnerID=40&md5=37b53df88686f899099b601746b1e55d,2015
440,Teething myths among nursing mothers in North-Western Nigeria,10.4103/0975-2870.153139,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053596983&doi=10.4103%2f0975-2870.153139&partnerID=40&md5=66453b5830b4b457edd29bacf13742f3,2015
441,"Dental caries prevalence and bilateral occurrence in premolars and molars of adolescent school children in Ibadan, Nigeria",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003348946&partnerID=40&md5=3bc360c64692ff4a92d105ed4a9c38f1,2015
442,Occlusal characteristics of children with hypertrophied adenoids in Nigeria,10.1016/j.ortho.2014.12.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924768375&doi=10.1016%2fj.ortho.2014.12.009&partnerID=40&md5=759fe2c8a5331cfcd3951f86b6e8e6bb,2015
443,Evaluation of the scope and practice of oral and maxillofacial surgery in Nigeria,10.4103/1119-3077.151068,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922596836&doi=10.4103%2f1119-3077.151068&partnerID=40&md5=26df1f5c80ae666a0a8fb2419537eecc,2015
